x,y,yaw
5.163708961471251,8.000328120400344,-1.5825223623368543
5.146676849145648,7.420848357146877,-1.614513719800477
5.1138564626928105,6.803267005831043,-1.6307717860303979
5.073004014233324,6.152531804856618,-1.634231356373755
5.031875715887776,5.473590492627373,-1.626684106718539
4.998227779776755,4.77139080754709,-1.609141931198654
4.9798164180208495,4.05088048801954,-1.582069868062968
4.984397842740644,3.317007272448495,-1.5455437650191095
5.019475734511283,2.5747561910746732,-1.5016637089553158
5.084595174623607,1.83028753636685,-1.4676040770438763
5.169925327801911,1.0911461610914748,-1.4461233054338556
5.2650969748335275,0.36495642224466496,-1.4368572442650558
5.359740896505798,-0.34065732317746195,-1.4402983759912578
5.443487873606057,-1.018070718178795,-1.4580123122317814
5.505968686921644,-1.659659405763216,-1.4930454623105125
5.536814117239893,-2.2577990289346066,-1.5506355042069526
5.525654945348145,-2.8048652306968562,-1.6393183622010508
5.462121952033736,-3.2932336540538483,-1.772150277346329
5.335845918084005,-3.715279942009464,-1.9658683704431201
5.136457624286287,-4.063379737567592,-2.2306070418095443
4.85358785142792,-4.329908683732113,-2.5441730743080155
4.476868465057279,-4.507243282456776,-2.845567957442043
4.003774719252187,-4.593970691549704,-3.049973012450078
3.4584349086289627,-4.609782832612887,3.1213191624100207
2.8706335498741065,-4.578850411970244,3.064550495607251
2.270155159674128,-4.525344135945703,3.0468239887324944
1.6857430597876681,-4.472811959866999,3.060300155309607
1.1264674297463262,-4.433035100104459,3.081764442765726
0.5838423228924664,-4.407294246392248,3.1073279751845173
0.04876572203211693,-4.396501609393067,3.135951213657466
-0.48786439002869014,-4.401569399769628,-3.116984246448688
-1.035150030483932,-4.423409828184636,-3.0867014629346077
-1.6021932165275767,-4.462935105300796,-3.0578656324259406
-2.1979732530075156,-4.521003195367905,-3.0322270603547596
-2.8237122787151376,-4.595042917595569,-3.0175627683239217
-3.4683763738251843,-4.677065158624789,-3.0143155282836904
-4.119849689708664,-4.758602525946155,-3.0216006898289693
-4.766016377736604,-4.831187627050261,-3.0398512161848257
-5.39476058928001,-4.886353069427692,-3.070877082732666
-5.993966475709899,-4.915631460569037,-3.1183155948768024
-6.551518188397291,-4.910555407964891,3.0945532337845973
-7.055299878713196,-4.86265751910584,2.9902164240883162
-7.493195698028627,-4.763470401482472,2.8333347556720554
-7.853089797714609,-4.604526662585381,2.5976261721248135
-8.123353183705118,-4.377646080471584,2.276567772792508
-8.303554516882457,-4.081253356226029,1.9691450841235163
-8.404460113077226,-3.72037811396159,1.7354097826867574
-8.437323142683015,-3.3003371483575714,1.5765856872872586
-8.41339677609339,-2.8264472540932677,1.4737754233816978
-8.343934183701936,-2.3040252258479943,1.409828103119021
-8.240188535902227,-1.738387858301043,1.3733325057440884
-8.113413003087842,-1.1348519461317286,1.3573482536403472
-7.9748607556523625,-0.49873428401935016,1.3578411870423055
-7.8357849639893615,0.16464833335679852,1.3726348623519227
-7.707438798492419,0.8499791113173969,1.4007836865776284
-7.60107542955511,1.5519412551831575,1.442194279661299
-7.5279480275710196,2.2652179702747626,1.4973631067703832
-7.49930390445793,2.9844923457806716,1.5669205540631304
-7.521348290727137,3.704347521979528,1.6335396067053018
-7.586040744996007,4.419084247958713,1.6864376293658925
-7.682842707325434,5.122953752735196,1.7265114912705373
-7.801215617776318,5.810207265325932,1.7542923269260315
-7.930620916409555,6.475096014747903,1.7697413041872723
-8.060520043286038,7.111871230018059,1.7720188902749763
-8.180374438466668,7.714784140153381,1.759131177511697
-8.279645542012338,8.278085974170828,1.7273152720373612
-8.347794793983944,8.796027961087365,1.6699449471771448
-8.374283634442383,9.262861329919966,1.5756801365189637
-8.348573503448552,9.672837309685589,1.4260880028333025
-8.260125841063346,10.02020712940121,1.1967025876725168
-8.098402087347662,10.299222018083789,0.8774192376209201
-7.853403448079977,10.504595768466956,0.5291698574368504
-7.524863570202543,10.639382595823793,0.272871698732966
-7.120957149377203,10.713870451733884,0.1086198727967162
-6.650138726567016,10.73858710716218,0.006661125103370314
-6.120862842735069,10.72406033307363,-0.05508185395607998
-5.541584038844423,10.680817900433185,-0.08969124268824621
-4.920756855858161,10.619387580205796,-0.10452804444271786
-4.266835834739352,10.550297143356412,-0.10359139837485909
-3.588275516451059,10.484074360849984,-0.08882696929969816
-2.8935304419563703,10.431247003651464,-0.06080952684832256
-2.1910551522183424,10.402342842725798,-0.01909203897566242
-1.4891279493551246,10.406607435247583,0.030021521644894973
-0.7943771833045202,10.441282222955085,0.0677746828455985
-0.11252983164805903,10.497050774003759,0.0935476109253523
0.5506962711565461,10.564530136370603,0.10726476472465883
1.1895832906515795,10.634337358032626,0.10815860411707695
1.798413392379307,10.697089486966824,0.09449278239011565
2.3714687418820195,10.74340357115021,0.06311830777089882
2.903031504701984,10.763896658559778,0.00875364989183969
3.387383846381485,10.749185797172537,-0.07708606119120863
3.8188079324628066,10.689888034965493,-0.20717639616549605
4.191585928488218,10.576620419915649,-0.3974527900919299
4.5,10.4,-0.6566209879953254
4.740577986970153,10.15303227160002,-0.9344728360921184
4.918830427089546,9.838276524715022,-1.163568235547006
5.042513532478765,9.460680497748779,-1.3324313209049745
5.119383515258395,9.025191929105068,-1.4502714656196087
5.157196587549029,8.536758557187664,-1.5301567455436622
