x,y,yaw
4.613902682670069,10.438151045411255,0.32319965272793594
4.859430496122872,10.49585088587105,0.14744094250160925
5.138799314120828,10.520139491989875,0.032070310923485106
5.448801353303594,10.518603396536648,-0.038659209934398996
5.7862288303108285,10.49882913228028,-0.07690701411134383
6.147873961782186,10.468403231989694,-0.09052786752238279
6.530528964357327,10.434912228433808,-0.08423058202898455
6.930986054675906,10.405942654381539,-0.06065698930089886
7.346037449377581,10.389081042601806,-0.021135671578399497
7.772475365102011,10.391913925863527,0.0337821259706928
8.206794258826346,10.420592103823576,0.09751446015645943
8.64389828819707,10.473598294478961,0.143732698892623
9.077048435217309,10.541492175948761,0.16738692933310717
9.499155039369702,10.613142703461918,0.16892424748367627
9.903128433591585,10.677418800687331,0.14599292348125015
10.281878950820293,10.723189391293904,0.09232229870492996
10.628316923993165,10.739323398950535,-0.004465758559589168
10.935352686047537,10.714689747326132,-0.16585233439071895
11.195896569920741,10.63815736008959,-0.4203018731525646
11.402858908550119,10.498595160909815,-0.7725126914135015
11.550178723696273,10.286909005739682,-1.1348231605375718
11.637670707885473,10.005639312123275,-1.3852911931853744
11.671422786383433,9.669748281532708,-1.546381541718201
11.658949332248312,9.297022660136314,-1.6577446797065696
11.607764915533659,8.90524958417788,-1.7421159407158027
11.525380251096143,8.512199316988434,-1.8128603577257325
11.418626980498468,8.132670044254846,-1.878191572143478
11.29221945753265,7.772193288248824,-1.9388645003123075
11.149244455167608,7.429177192040811,-1.9932389708120435
10.992603235222733,7.101217978183772,-2.0399933823560983
10.825197059517409,6.785911869230675,-2.0780778920161396
10.649927189871029,6.480855087734485,-2.10669340787601
10.469694888102982,6.183643856248166,-2.1252432122244547
10.287401416032656,5.891874397324687,-2.133278474629743
10.105948035479445,5.603142933517014,-2.1304558949947134
9.928236008262731,5.315045687378111,-2.1165211079952395
9.757166596201907,5.025178881460945,-2.091327230924516
9.595641061116364,4.7311387383184815,-2.0548935698948343
9.446560664825489,4.430521480503685,-2.007502651138206
9.312826669148668,4.120923330569526,-1.949821616509902
9.197340335905297,3.799940511068967,-1.8830162567427189
9.10300292691476,3.465169244554975,-1.8088087192531794
9.03271570399645,3.1142057535805145,-1.7294275337071703
8.988981283146696,2.7449902401634976,-1.649656625066762
8.971793699925128,2.357627484768356,-1.582017178509955
8.978341616669011,1.9546429398550176,-1.5280458740909044
9.005117829095848,1.539162500215163,-1.4854506994120884
9.048614704912081,1.1143124299583134,-1.4524484081834403
9.105324611824148,0.6832189931939927,-1.427722758332378
9.17173991753849,0.24900845403172178,-1.4103638273285322
9.244352989761552,-0.18519292341897714,-1.3998185000690044
9.319656196199771,-0.6162588750485825,-1.3958629082329468
9.394141904559591,-1.0410631367475722,-1.3986021256478864
9.464302482547453,-1.456479444406424,-1.4085027287650285
9.526630297869797,-1.8593815339156157,-1.4264675724422424
9.577617718233066,-2.2466431411656256,-1.4539686458250027
9.6137571113437,-2.615138002046933,-1.4932625685000627
9.631540844908143,-2.9617398524500134,-1.5477200986090884
9.627461286632832,-3.2833224282653455,-1.6222867997164518
9.598010804224211,-3.5767594653834083,-1.7239855405626905
9.53968176538872,-3.838924699694679,-1.8619577787346002
9.448966537832801,-4.066691867089635,-2.045411165192266
9.322357489262895,-4.256934703458757,-2.2764409458747563
9.156346987385444,-4.406526944692521,-2.5385558810390987
8.9476950887753,-4.512687143933954,-2.793057418574934
8.696129790403694,-4.576456938413575,-2.9825144311858622
8.40564401452252,-4.604371730666175,-3.1023169403963253
8.081814509157132,-4.605007091930479,3.109594680993038
7.730237174353626,-4.586963263679792,3.0723908613695623
7.356507910158102,-4.558840487387418,3.060882385968353
6.96622261661667,-4.529239004526667,3.070731368635193
6.5649771937754355,-4.506759056570842,3.1002443531235877
6.158368912568704,-4.499997137795012,-3.1336365533891195
5.753337232847317,-4.513880991126593,-3.0806932843544406
5.362010914568005,-4.539153879557095,-3.073302775572759
5.001053382782141,-4.5541639714142885,-3.1298872345032254
4.687814245558188,-4.535383816148684,2.9968198731997147
4.43850310351292,-4.460690172811147,2.674056121099223
4.2601447993782475,-4.3192731696587785,2.2563611251208306
4.14825747596862,-4.114496367296452,1.9019355284673143
4.094883850677383,-3.854004198120152,1.6616984413966611
4.092053164961089,-3.5454576935751145,1.5090344390828654
4.131794660276291,-3.1965178851065756,1.4113990195353285
4.206137578079536,-2.814845804159766,1.3482249055836777
4.307111159827378,-2.408102482179915,1.3079600450890823
4.426744646976367,-1.9839489506122585,1.2842693276609507
4.557067280983053,-1.5500462409020332,1.2738550992731286
4.690108303303988,-1.1140553844944685,1.2753979773210722
4.817896955395721,-0.6836374128347944,1.289162916902115
