x,y,yaw
4.612752762435415,10.433177552993051,0.28617368235232615
4.86285222673136,10.481160455023577,0.10738081077678154
5.1595260936025795,10.496665575426764,0.004392012286038451
5.497547410499162,10.488226166770211,-0.051099735779330385
5.871689224871194,10.464375481621516,-0.07512914388255511
6.276724584168763,10.433646772548279,-0.0762741838734528
6.707426535841958,10.404573292118096,-0.058979164617179766
7.158568127340864,10.385688292898562,-0.025333839895799366
7.624922406115569,10.38552502745728,0.023968373217536768
8.101149692471196,10.411962264453454,0.08636962802816245
8.58067305468766,10.46569539589507,0.13669717225746417
9.055145056696995,10.53714042096275,0.16242209866158722
9.515564584918707,10.612918144579783,0.16384989337205513
9.95292282772743,10.679604677496663,0.13790190769618768
10.358210973497798,10.723776130463882,0.07622893554153268
10.722420210604437,10.732008614231933,-0.03833007216485646
11.036541727421984,10.690878239551306,-0.23663146469974491
11.291566712325068,10.586961117172493,-0.555860120916836
11.478622968504075,10.407037141832244,-0.9721230347538568
11.593716066408868,10.145162218930594,-1.3144776133776779
11.643440935201811,9.81118806428878,-1.5156998624111961
11.640601797008914,9.424228599038697,-1.6339371298585872
11.598363960651039,9.003936365878712,-1.7057117486342048
11.529891207896846,8.569961613498002,-1.748526870233295
11.446822556179207,8.139664018350482,-1.774747735609731
11.354891396258699,7.721531548541474,-1.800007022653885
11.25466541089072,7.316292004224802,-1.8268353477154124
11.145928964214214,6.923496447725278,-1.855215299961938
11.028466420368114,6.542695941367716,-1.8851055582726248
10.902062143491358,6.173441547476931,-1.9164380140144976
10.766500497722888,5.815284328377736,-1.9491155488457026
10.621565847201637,5.467775346394944,-1.9830107841487778
10.467042556066545,5.130465663853371,-2.017966104669953
10.302714988456545,4.802906343077831,-2.053795198630889
10.128367508510582,4.484648446393136,-2.090286246411625
9.94378448036759,4.1752430361241,-2.127206736559465
9.748750268166507,3.874241174595537,-2.1643097098259014
9.54304923604627,3.581193924132262,-2.201341057503356
9.326465748145816,3.2956523470590886,-2.2380473619459345
9.098784113742893,3.017167616956333,-2.2741843240795956
8.859626452522273,2.74561981904071,-2.311402166934703
8.607934032168496,2.482269769199999,-2.3555778361132496
8.34202588586443,2.2296401409074287,-2.40782809755521
8.060117529559719,1.9904635349315003,-2.4679377887727734
7.760424479204005,1.7674725520407164,-2.535457341482817
7.441162250746935,1.5633997930035795,-2.609618070312174
7.100546360138149,1.3809778585885908,-2.68928056116249
6.736792323327295,1.222939349564253,-2.7729428783312358
6.348115656264017,1.0920168666990675,-2.858825542603695
5.934434600986414,0.9918071447017588,-2.9474002352494972
5.518473731332005,0.9374811377009857,-3.0803268788117557
5.158325164881628,0.9621588376290146,2.9094440495311185
4.917269676761296,1.1007856406402508,2.262047154058356
4.811557529849081,1.360349640033439,1.7074300587224824
4.809847833678907,1.719571856567532,1.471577456281611
4.871163774921357,2.151449992455358,1.3937057327186781
4.954528538967058,2.6289817491495038,1.4019501600042261
5.022253186823888,3.126927320742155,1.4690071019163906
5.055144119767943,3.629961479881457,1.542066702601942
5.053608957313855,4.133266392710373,1.6056807499893189
5.022449503797383,4.6343797641165825,1.6602065937345383
4.9664679947878145,5.1308395301540255,1.7061134577681656
4.890466665854437,5.620183626876643,1.7438535968811368
4.799247752566539,6.099949990338375,1.7737695178627941
4.697613490493405,6.567676556593165,1.7960208813026826
4.590366115204322,7.020901261694954,1.8105140544712217
4.482307862268579,7.457162041697682,1.8168153623653611
4.378240967255465,7.873996832655293,1.814024074343877
4.282967665734265,8.268943570621726,1.800569757251616
4.201290193274266,8.639540191650921,1.7738765283314826
4.138010785444758,8.98332463179682,1.7297997705417285
4.0979316778150245,9.297834827113368,1.6616986969841256
4.085855105954355,9.580608713654499,1.5590605916934557
4.106583305432036,9.829184227474162,1.4062615935849807
4.164918511817356,10.041099304626293,1.1851562200551256
4.265662960679601,10.213891881164834,0.8918466028610387
4.413618887588058,10.345099893143725,0.5661547586172972
4.5,10.400000000000002,0.0
4.612752762435415,10.433177552993051,0.28617368235232615
